time,watts,cadence,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance
0,0,,,,,,,,,
1,0,,,,,,,,,
2,0,,,,,,,,,
3,0,,,,,,,22,,
4,0,,,,,,,22,,
5,0,,,,,,,22,,
6,0,,,,,,,22,,
7,0,,,,,,,22,,
8,0,,,,,,,22,,
9,0,,,,,,,22,,
10,210,42,,,,,,22,48,52
11,218,46,,,,,,22,45,53
12,228,51,,,,,,22,43,53
13,242,55,,,,,,22,42,52
14,255,59,,,,,,22,41,52
15,265,62,,,,,,22,41,52
16,269,66,,,,,,22,39,52
17,268,70,,,,,,22,37,53
18,261,75,,,,,,22,33,54
19,233,77,,,,,,22,29,54
20,186,79,,,,,,22,22,53
21,145,81,,,,,,22,17,55
22,123,81,,,,,,22,15,52
23,114,81,,,,,,22,13,51
24,113,82,,,,,,22,13,53
25,114,81,,,,,,22,13,52
26,115,81,,,,,,22,14,52
27,119,81,,,,,,22,14,53
28,129,81,,,,,,22,15,54
29,150,80,,,,,,22,18,52
30,176,81,,,,,,22,21,50
31,189,81,,,,,,22,22,51
32,181,82,,,,,,22,21,53
33,162,83,,,,,,22,19,54
34,147,83,,,,,,22,17,54
35,141,83,,,,,,22,16,55
36,138,83,,,,,,22,16,54
37,136,83,0.0,,52.339954,4.916032,7.786,22,16,53
38,118,82,3.73,,52.33995,4.9159775,7.786,22,14,54
39,102,82,7.46,,52.339943,4.915923,7.786,23,12,54
40,67,53,17.02,,52.339928,4.915786,7.786,23,12,57
41,0,0,26.14,,52.339912,4.915654,7.78,23,0,56
42,0,0,33.38,,52.3399,4.9155493,7.748,23,0,54
43,0,0,40.49,,52.33989,4.9154468,7.714,23,0,53
44,0,0,47.57,,52.339874,4.915345,7.421,23,0,52
45,0,0,54.37,,52.339863,4.9152484,7.112,23,0,51
46,0,0,60.98,,52.339848,4.9151535,7.005,23,0,50
47,0,0,67.34,,52.339832,4.9150634,6.462,23,0,49
48,0,0,73.78,,52.339817,4.914974,6.389,23,0,48
49,31,69,80.56,,52.33979,4.9148827,6.49,23,4,47
50,73,44,87.45,,52.339764,4.914792,6.644,23,16,47
51,0,0,93.14,,52.339737,4.914721,6.588,23,0,49
52,0,0,99.34,,52.33971,4.9146457,6.505,23,0,50
53,18,77,105.47,,52.339676,4.9145746,6.486,23,2,52
54,51,66,111.66,,52.339638,4.9145055,6.435,23,7,54
55,125,65,117.83,,52.3396,4.914437,6.371,23,18,56
56,142,67,124.24,,52.33956,4.914366,6.342,23,20,54
57,140,67,130.63,,52.339527,4.9142942,6.36,23,20,54
58,136,68,137.3,,52.33949,4.914217,6.4,23,19,54
59,133,68,143.99,,52.33945,4.9141383,6.387,23,19,56
60,138,68,150.38,,52.33942,4.914061,6.342,23,19,55
61,147,67,156.69,,52.33939,4.9139843,6.314,23,21,56
62,172,66,162.74,,52.33936,4.9139104,6.19,23,25,57
63,169,64,168.38,,52.339333,4.9138403,6.104,23,25,54
64,149,60,173.9,,52.339306,4.913772,6.203,23,24,53
65,138,60,179.84,,52.339275,4.913699,6.275,23,22,52
66,121,64,186.05,,52.33925,4.9136224,6.342,23,18,55
67,116,68,192.79,,52.339214,4.913539,6.557,23,16,52
68,98,66,199.85,,52.33918,4.9134526,6.925,23,14,50
69,114,64,206.66,,52.339146,4.9133706,6.756,23,17,51
70,142,67,213.22,,52.33911,4.9132924,6.431,23,20,52
71,144,70,219.67,,52.339077,4.9132137,6.361,23,20,54
72,144,68,225.61,,52.33905,4.913141,6.159,23,20,58
73,170,66,230.8,,52.339016,4.913088,5.716,23,25,62
74,224,66,236.05,,52.338974,4.913055,5.481,23,32,63
75,274,68,241.78,,52.338924,4.913034,5.549,23,38,57
76,294,69,247.61,,52.33887,4.91302,5.738,23,41,55
77,291,72,253.19,,52.33882,4.913015,5.799,23,39,53
78,268,72,258.62,,52.338776,4.913021,5.686,23,36,52
79,217,71,264.0,,52.338726,4.913038,5.654,23,29,51
80,173,69,269.06,,52.33868,4.9130445,5.583,23,24,48
81,176,68,273.62,,52.338642,4.913023,5.227,23,25,50
82,231,65,277.96,,52.33862,4.9129753,4.781,23,34,49
83,301,62,282.51,,52.338604,4.9129148,4.715,23,46,54
84,341,61,287.08,,52.338593,4.9128513,4.793,23,53,52
85,331,61,292.14,,52.338573,4.9127812,4.992,23,52,54
86,300,63,297.5,,52.33856,4.912708,4.992,23,45,55
87,252,69,302.99,,52.33854,4.9126325,4.992,23,35,52
88,198,72,308.62,,52.338524,4.912555,4.992,23,26,51
89,146,61,314.65,,52.3385,4.9124746,4.992,23,23,48
90,0,0,320.53,,52.338478,4.912395,5.177,23,0,50
91,0,0,326.17,,52.33846,4.9123178,5.464,23,0,52
92,0,0,331.55,,52.338444,4.912244,5.382,23,0,53
93,0,0,336.27,,52.33843,4.91218,4.923,23,0,55
94,0,0,340.22,,52.338417,4.912126,4.154,23,0,57
95,0,0,343.89,7.8,52.33841,4.912074,3.649,23,0,58
96,21,55,347.25,7.6,52.33841,4.912026,3.38,23,4,60
97,59,56,350.64,7.6,52.338425,4.911986,3.194,23,10,62
98,121,61,355.1,7.4,52.338455,4.9119425,3.904,23,19,63
99,123,63,360.4,7.4,52.33849,4.9118886,4.898,23,19,64
100,79,55,365.98,7.2,52.338524,4.9118276,5.141,23,14,64
101,0,0,371.7,6.8,52.338554,4.9117627,5.778,23,0,63
102,0,0,377.93,6.6,52.33858,4.9116855,6.098,23,0,62
103,0,0,384.5,6.4,52.3386,4.9115934,6.498,23,0,62
104,0,0,391.29,6.0,52.338608,4.9114947,6.853,23,0,61
105,0,0,398.24,5.8,52.338615,4.9113936,6.853,23,0,60
106,0,0,405.75,5.4,52.33862,4.9112835,7.086,23,0,59
107,0,0,413.41,5.0,52.33862,4.9111714,7.444,23,0,59
108,0,0,420.62,4.8,52.338615,4.9110656,7.515,23,0,58
109,0,0,428.25,4.4,52.338604,4.9109554,7.704,23,0,57
110,0,0,436.47,4.2,52.338585,4.91084,7.842,23,0,57
111,27,98,444.31,4.0,52.33856,4.9107327,7.691,23,3,56
112,66,95,452.2,4.0,52.338528,4.910628,7.505,23,7,55
113,150,93,460.08,4.0,52.338493,4.910526,7.603,23,15,56
114,182,92,467.52,4.0,52.338463,4.910431,7.609,23,19,56
115,167,93,475.32,3.8,52.338425,4.9103346,7.645,23,17,56
116,153,93,483.16,4.0,52.338383,4.910239,7.74,23,16,55
117,149,94,490.08,4.0,52.33835,4.910154,7.226,23,15,54
118,149,94,496.59,4.0,52.338318,4.9100738,6.306,23,15,56
119,143,93,503.57,4.0,52.338284,4.909989,6.306,23,15,56
120,129,94,509.35,4.0,52.338253,4.9099216,5.87,23,13,57
121,87,5,517.98,4.0,52.338203,4.9098215,5.922,23,166,56
122,0,0,530.76,4.0,52.338142,4.909665,7.063,23,0,56
123,0,0,540.23,4.0,52.33811,4.909535,8.28,23,0,55
124,0,0,549.65,4.0,52.338078,4.9094114,10.019,23,0,55
125,8,74,557.56,4.0,52.338028,4.90933,9.023,23,1,54
126,20,85,564.89,4.0,52.337967,4.9092846,7.296,23,2,54
127,92,82,572.19,4.0,52.337906,4.9092493,7.147,23,11,53
128,94,80,579.61,4.0,52.337845,4.909203,7.147,23,11,53
129,77,76,586.54,4.0,52.337795,4.9091473,7.174,23,10,52
130,111,80,594.24,4.0,52.337738,4.909083,7.214,23,13,53
131,174,83,602.01,4.0,52.337677,4.909028,7.214,23,20,55
132,211,84,608.97,4.0,52.33762,4.908999,7.231,23,24,57
133,221,85,616.63,4.0,52.33755,4.9089794,7.258,23,25,56
134,235,84,624.78,4.2,52.33748,4.90897,7.442,23,27,55
135,244,83,633.35,4.0,52.3374,4.908961,7.943,23,28,56
136,223,83,642.2,4.0,52.337322,4.9089646,8.25,23,26,53
137,192,84,650.67,4.0,52.337246,4.908987,8.156,23,22,56
138,175,84,658.56,4.0,52.337177,4.9090133,7.87,23,20,55
139,167,84,666.5,4.0,52.33711,4.9090466,7.658,23,19,55
140,176,85,674.62,4.0,52.33704,4.9090757,7.703,23,20,54
141,193,84,682.6,4.0,52.336967,4.9091015,7.703,23,22,51
142,176,81,690.48,3.8,52.3369,4.9091253,7.713,23,21,50
143,153,83,698.58,3.8,52.336826,4.909148,7.787,23,18,50
144,180,85,706.9,3.8,52.336754,4.90917,7.934,23,20,49
145,226,87,715.3,3.8,52.336678,4.9091945,8.019,23,25,51
146,248,86,723.52,3.8,52.336605,4.9092216,7.997,23,28,51
147,233,88,731.66,3.8,52.336536,4.909244,7.964,23,25,52
148,207,88,739.92,3.8,52.336464,4.9092646,7.964,23,22,52
149,192,89,748.3,3.8,52.336388,4.9092855,7.964,23,21,54
150,196,89,756.53,3.8,52.336315,4.909302,7.964,23,21,54
151,207,89,764.55,3.8,52.336243,4.909313,7.964,23,22,52
152,213,89,772.97,3.8,52.336166,4.9093213,7.97,23,23,53
153,222,87,781.6,3.8,52.33609,4.9093266,8.014,23,24,52
154,222,83,790.13,3.6,52.336014,4.909332,8.064,23,26,53
155,208,81,798.77,3.6,52.335938,4.9093366,8.064,23,25,54
156,194,82,807.37,3.6,52.33586,4.9093366,8.148,23,23,54
157,191,82,815.97,3.6,52.33578,4.909335,8.281,23,22,55
158,199,81,824.67,3.6,52.335705,4.9093304,8.371,23,23,54
159,206,82,833.18,3.8,52.335625,4.9093227,8.511,23,24,53
160,209,81,841.95,3.8,52.33555,4.9093122,8.536,23,25,53
161,210,82,850.8,3.8,52.33547,4.9093003,8.551,23,24,53
162,212,83,859.48,3.8,52.335392,4.909288,8.567,23,24,54
163,212,82,868.05,3.8,52.335316,4.9092736,8.583,23,25,53
164,209,82,876.93,3.8,52.335236,4.909255,8.594,23,24,52
165,203,83,885.91,3.8,52.335155,4.909231,8.622,23,23,51
166,196,83,894.83,3.8,52.33508,4.909202,8.642,23,23,51
167,193,83,903.51,3.8,52.335003,4.9091697,8.647,23,22,51
168,194,84,912.23,3.8,52.33493,4.9091334,8.651,23,22,51
169,197,84,921.16,3.8,52.334854,4.909089,8.683,23,22,53
170,209,84,930.09,3.8,52.33478,4.909037,8.73,23,24,52
171,212,84,938.97,3.8,52.33471,4.908977,8.745,23,24,52
172,211,84,947.99,3.8,52.334637,4.9089117,8.77,23,24,53
173,214,86,957.35,3.8,52.334564,4.9088407,8.809,23,24,53
174,212,86,966.51,3.8,52.334496,4.9087667,8.814,23,24,53
175,205,86,976.13,3.8,52.334427,4.908687,8.832,23,23,55
176,204,87,985.74,3.8,52.33436,4.9086027,8.903,23,22,56
177,203,87,995.06,3.8,52.334293,4.908515,9.011,23,22,57
178,200,87,1004.56,3.8,52.33423,4.908422,9.075,23,22,57
179,194,87,1014.03,3.8,52.334167,4.908325,9.097,23,21,57
180,189,87,1023.41,3.8,52.33411,4.9082274,9.131,23,21,55
181,192,87,1032.39,3.8,52.334053,4.908135,9.131,23,21,54
182,201,87,1041.33,3.8,52.333992,4.9080434,9.131,23,22,54
183,213,87,1050.21,3.6,52.33394,4.9079494,9.131,23,23,53
184,220,88,1059.47,3.6,52.333885,4.907847,9.131,23,24,55
185,207,87,1068.98,3.6,52.33383,4.9077373,9.131,23,23,55
186,192,87,1078.46,3.6,52.333782,4.9076247,9.131,23,21,54
187,190,88,1087.82,3.6,52.333733,4.9075146,9.109,23,21,53
188,188,87,1096.91,3.6,52.333683,4.9074063,9.097,23,21,51
189,190,88,1105.96,3.6,52.33364,4.907295,9.131,23,21,50
190,195,87,1115.2,3.8,52.333595,4.9071813,9.058,23,21,52
191,203,88,1124.37,3.8,52.33355,4.9070683,8.983,23,22,54
192,211,88,1133.59,3.8,52.333504,4.9069543,9.099,23,23,55
193,208,88,1142.23,3.8,52.333466,4.9068456,9.18,23,23,54
194,198,89,1151.23,3.8,52.333424,4.906733,9.203,23,21,53
195,181,89,1162.24,3.6,52.33337,4.9065943,9.203,23,19,51
196,173,89,1171.83,3.6,52.33333,4.906472,9.207,23,19,51
197,186,89,1181.02,3.6,52.333286,4.906354,9.21,23,20,51
198,200,89,1190.31,3.8,52.33325,4.906233,9.223,23,21,52
199,208,88,1199.76,3.8,52.33321,4.9061103,9.3,23,23,54
200,210,88,1209.21,3.8,52.33317,4.9059877,9.369,23,23,55
201,202,89,1218.37,3.8,52.333138,4.905867,9.369,23,22,55
202,196,88,1227.77,3.8,52.3331,4.9057426,9.369,23,21,55
203,198,88,1237.18,3.8,52.333065,4.9056187,9.369,23,21,54
204,198,88,1246.35,3.6,52.33303,4.9054937,9.369,23,21,53
205,193,87,1255.82,3.6,52.333004,4.9053626,9.348,23,21,53
206,193,88,1265.06,3.6,52.332973,4.9052353,9.314,23,21,54
207,193,88,1274.37,3.6,52.332947,4.905106,9.311,23,21,54
208,191,87,1283.5,3.6,52.332924,4.9049783,9.306,23,21,54
209,200,87,1292.6,3.6,52.3329,4.90485,9.298,23,22,54
210,208,86,1301.89,3.6,52.33288,4.9047184,9.25,23,23,54
211,204,87,1310.91,3.6,52.332863,4.9045887,9.184,23,22,52
212,197,87,1319.74,3.6,52.33285,4.9044604,9.167,23,22,51
213,201,86,1328.8,3.6,52.33284,4.9043293,9.167,23,22,50
214,211,87,1338.24,3.6,52.33283,4.904192,9.167,23,23,49
215,214,87,1347.63,3.6,52.332817,4.904055,9.164,23,23,50
216,215,88,1356.71,3.6,52.332813,4.9039226,9.158,23,23,50
217,223,87,1365.7,3.6,52.33281,4.903791,9.161,23,24,52
218,237,87,1374.91,3.6,52.33281,4.9036555,9.167,23,26,55
219,244,87,1384.16,3.6,52.33281,4.9035196,9.167,23,27,54
220,239,87,1393.62,3.6,52.332806,4.903381,9.167,23,26,53
221,226,88,1402.88,3.6,52.332806,4.9032454,9.167,23,25,51
222,201,88,1412.09,3.4,52.3328,4.9031105,9.174,23,22,49
223,194,89,1421.37,3.4,52.332806,4.902974,9.179,23,21,49
224,200,88,1430.62,3.4,52.33281,4.9028387,9.167,23,22,50
225,198,87,1439.95,3.4,52.332813,4.902702,9.163,23,22,52
226,197,86,1448.68,3.6,52.33282,4.902574,9.158,23,22,50
227,199,87,1457.51,3.4,52.33283,4.9024453,9.158,23,22,51
228,202,86,1466.67,3.6,52.33284,4.902313,9.151,23,22,52
229,197,87,1475.72,3.4,52.33286,4.9021826,9.139,23,22,53
230,199,86,1484.68,3.4,52.332874,4.902054,9.115,23,22,54
231,204,86,1493.89,3.6,52.332893,4.901922,9.024,23,23,54
232,206,85,1502.97,3.6,52.332912,4.901793,8.944,23,23,54
233,204,85,1512.06,3.6,52.33293,4.901664,8.944,23,23,54
234,208,85,1521.06,3.6,52.33295,4.9015346,8.944,23,23,55
235,219,85,1529.96,3.6,52.332962,4.9014053,8.941,23,25,56
236,222,85,1538.82,3.6,52.332966,4.9012756,8.939,23,25,57
237,211,85,1547.98,3.6,52.332962,4.9011416,8.944,23,24,57
238,198,85,1557.35,3.6,52.332947,4.9010057,8.944,23,22,56
239,196,85,1566.35,3.6,52.33293,4.9008765,8.944,23,22,55
240,205,85,1575.25,3.6,52.33291,4.900751,8.951,23,23,54
241,214,85,1584.35,3.6,52.332882,4.9006257,8.967,23,24,56
242,218,85,1593.61,3.8,52.33285,4.9005017,8.972,23,24,56
243,220,85,1602.7,3.8,52.332813,4.900383,8.969,23,25,56
244,219,85,1611.5,3.8,52.332775,4.9002686,8.964,23,25,56
245,215,85,1620.43,3.8,52.332737,4.9001527,8.956,23,24,55
246,207,85,1629.15,3.8,52.3327,4.900042,8.944,23,23,54
247,197,86,1637.47,3.8,52.332657,4.8999405,8.941,23,22,53
248,187,88,1646.06,3.6,52.33261,4.8998384,8.936,23,20,53
249,182,90,1654.93,3.6,52.332565,4.8997364,8.936,23,19,54
250,182,90,1663.9,3.6,52.332508,4.8996377,8.932,23,19,54
251,185,90,1672.86,3.6,52.33245,4.899545,8.925,23,20,55
252,196,89,1681.68,3.6,52.33239,4.8994646,8.778,23,21,57
253,203,89,1689.6,3.6,52.33233,4.8994055,8.248,23,22,58
254,207,89,1697.53,3.4,52.332264,4.8993564,7.722,23,22,57
255,205,88,1706.34,3.6,52.33219,4.8993206,7.973,23,22,56
256,204,88,1716.02,3.6,52.332104,4.899301,8.548,23,22,55
257,204,87,1725.53,3.6,52.33202,4.899295,9.244,23,22,54
258,202,87,1733.91,3.6,52.331944,4.8992934,10.261,23,22,53
259,200,87,1746.39,3.6,52.331833,4.899276,10.774,23,22,53
260,201,87,1759.88,3.4,52.33171,4.899285,11.103,23,22,54
261,204,87,1773.43,3.4,52.331596,4.8993464,10.629,23,22,53
262,216,87,1782.81,3.4,52.331524,4.899412,9.619,23,24,54
263,230,88,1791.07,3.4,52.331455,4.8994637,9.325,23,25,53
264,229,89,1800.51,3.2,52.33138,4.8995147,9.352,23,25,53
265,216,89,1809.74,3.2,52.3313,4.899566,9.397,23,23,53
266,209,90,1819.76,3.2,52.33122,4.899625,9.439,23,22,52
267,209,90,1830.54,3.2,52.331127,4.8996835,9.491,23,22,53
268,213,90,1840.04,3.0,52.331047,4.899728,9.464,23,23,52
269,220,90,1849.26,3.0,52.330967,4.899763,9.464,23,23,51
270,218,89,1858.52,3.0,52.330883,4.8997846,9.44,23,23,52
271,212,89,1867.73,3.2,52.330803,4.899795,9.37,23,23,52
272,209,88,1876.9,3.2,52.330723,4.899801,9.325,23,23,52
273,204,88,1886.04,3.2,52.33064,4.8998065,9.311,23,22,52
274,200,87,1895.17,3.2,52.330555,4.899808,9.28,23,22,53
275,203,88,1904.25,3.2,52.330475,4.899802,9.252,23,22,53
276,191,87,1913.46,3.2,52.33039,4.899791,9.215,23,21,54
277,156,86,1922.31,3.4,52.330315,4.899779,9.193,23,17,53
278,128,85,1931.06,3.4,52.330235,4.899767,9.169,23,14,51
279,138,83,1939.82,3.4,52.330154,4.8997555,9.151,23,16,52
280,180,83,1948.6,3.4,52.330074,4.8997464,9.136,23,21,53
281,222,83,1957.31,3.4,52.329998,4.8997326,9.009,23,26,53
282,246,83,1966.17,3.4,52.32992,4.8997083,8.814,23,28,56
283,249,83,1974.89,3.4,52.329845,4.899676,8.814,23,29,56
284,240,84,1983.89,3.4,52.32977,4.8996363,8.814,23,27,55
285,236,84,1992.68,3.4,52.329697,4.899595,8.814,23,27,54
286,236,84,2001.49,3.4,52.32962,4.899553,8.814,23,27,53
287,234,84,2010.5,3.4,52.32954,4.899509,8.818,23,27,53
288,224,85,2019.63,3.4,52.329464,4.8994627,8.836,23,25,54
289,210,85,2028.56,3.4,52.32939,4.899414,8.859,23,24,55
290,203,85,2037.41,3.4,52.32932,4.8993635,8.874,23,23,56
291,201,85,2046.37,3.4,52.329247,4.8993077,8.894,23,23,55
292,201,84,2055.58,3.4,52.32917,4.8992486,8.917,23,23,55
293,201,85,2064.88,3.4,52.329098,4.899185,8.946,23,23,54
294,198,85,2073.93,3.4,52.329025,4.8991203,8.998,23,22,54
295,196,86,2082.91,3.4,52.328957,4.8990526,9.013,23,22,54
296,202,86,2091.86,3.2,52.328888,4.898981,9.023,23,22,54
297,224,86,2101.38,3.2,52.32882,4.898902,9.035,23,25,53
298,248,86,2110.77,3.2,52.328747,4.898823,9.071,23,28,52
299,252,87,2120.18,3.2,52.32868,4.8987436,9.122,23,28,52
300,235,87,2129.28,3.2,52.328613,4.8986692,9.139,23,26,52
301,220,88,2138.24,3.4,52.328545,4.8985977,9.139,23,24,53
302,212,88,2147.29,3.4,52.328476,4.8985276,9.139,23,23,54
303,206,88,2156.41,3.4,52.328407,4.8984575,9.139,23,22,55
304,206,88,2165.62,3.4,52.328335,4.898385,9.142,23,22,55
305,213,88,2175.04,3.4,52.328266,4.8983116,9.147,23,23,54
306,221,88,2184.36,3.6,52.328194,4.898242,9.147,23,24,54
307,226,89,2193.32,3.6,52.328125,4.898176,9.147,23,24,54
308,226,89,2202.58,3.6,52.328053,4.898109,9.147,23,24,54
309,215,90,2212.24,3.4,52.327976,4.8980412,9.147,23,23,54
310,206,90,2221.6,3.4,52.327896,4.897982,9.197,23,22,53
311,216,90,2230.92,3.4,52.32782,4.8979306,9.308,23,23,52
312,229,90,2240.45,3.4,52.32774,4.897885,9.364,23,24,51
313,229,90,2249.98,3.4,52.32766,4.897844,9.369,23,24,52
314,221,90,2259.43,3.4,52.327576,4.8978057,9.366,23,23,51
315,217,89,2268.99,3.4,52.327496,4.8977675,9.35,23,23,51
316,213,89,2278.39,3.4,52.32741,4.897728,9.333,23,23,51
317,205,88,2287.43,3.2,52.32734,4.897683,9.333,23,22,52
318,199,89,2296.63,3.4,52.32726,4.897631,9.316,23,21,52
319,198,89,2305.84,3.4,52.327187,4.8975744,9.286,23,21,52
320,200,88,2315.22,3.4,52.32711,4.897515,9.286,23,22,53
321,206,88,2324.51,3.4,52.327034,4.8974557,9.286,23,22,53
322,218,88,2333.88,3.4,52.326958,4.897401,9.276,23,24,54
323,228,88,2343.1,3.4,52.32688,4.8973503,9.252,22,25,55
324,235,88,2352.28,3.4,52.3268,4.897302,9.238,22,26,54
325,238,88,2361.6,3.4,52.326725,4.8972545,9.231,22,26,53
326,238,88,2370.88,3.4,52.326645,4.8972096,9.231,22,26,54
327,235,88,2380.18,3.2,52.326565,4.897169,9.228,22,26,53
328,229,89,2389.45,3.2,52.326485,4.8971295,9.225,22,25,54
329,222,89,2398.83,3.2,52.326405,4.8970895,9.231,22,24,54
330,217,89,2408.35,3.2,52.326324,4.8970504,9.231,22,23,55
331,218,89,2417.76,3.2,52.326244,4.8970103,9.235,22,23,55
332,223,88,2427.04,3.4,52.326164,4.8969693,9.242,22,24,55
333,225,89,2436.45,3.4,52.326084,4.8969283,9.253,22,24,55
334,222,88,2445.46,3.4,52.326004,4.8968906,9.269,22,24,54
335,215,89,2454.8,3.4,52.325924,4.896849,9.275,22,23,54
336,210,89,2464.27,3.2,52.325844,4.8968043,9.29,22,23,54
337,208,90,2473.89,3.2,52.32576,4.8967576,9.297,22,22,54
338,212,89,2483.56,3.4,52.32568,4.8967094,9.3,22,23,54
339,224,90,2493.25,3.2,52.3256,4.8966613,9.335,22,24,55
340,235,89,2502.77,3.2,52.32552,4.896615,9.384,22,25,54
341,233,89,2512.16,3.2,52.325436,4.89657,9.389,22,25,55
342,221,89,2521.44,3.2,52.32536,4.896525,9.389,22,24,54
343,213,89,2530.75,3.2,52.32528,4.8964796,9.392,22,23,53
344,213,90,2540.12,3.2,52.325203,4.8964343,9.397,22,23,54
345,213,89,2549.4,3.2,52.325123,4.8963866,9.412,22,23,55
346,217,90,2558.79,3.2,52.325043,4.8963366,9.439,22,23,54
347,222,90,2568.33,3.2,52.324966,4.8962836,9.427,22,24,54
348,223,90,2577.87,3.4,52.324886,4.8962297,9.397,22,24,55
349,219,89,2587.46,3.4,52.324806,4.896177,9.397,22,23,54
350,215,89,2596.95,3.4,52.324726,4.8961263,9.397,22,23,55
351,220,89,2606.21,3.4,52.32465,4.8960824,9.394,22,24,56
352,225,88,2615.24,3.4,52.32457,4.8960476,9.378,22,24,54
353,218,88,2624.34,3.4,52.32449,4.8960195,9.361,22,24,55
354,212,89,2633.72,3.4,52.324406,4.895993,9.328,22,23,55
355,210,88,2642.85,3.4,52.324326,4.8959713,9.249,22,23,56
356,210,88,2652.09,3.4,52.324245,4.895951,9.214,22,23,57
357,217,88,2661.44,3.4,52.32416,4.8959317,9.214,22,24,58
358,230,87,2670.46,3.2,52.32408,4.8959193,9.214,22,25,58
359,233,87,2679.83,3.2,52.323994,4.895915,9.206,22,26,57
360,228,87,2688.92,3.4,52.323914,4.895917,9.194,22,25,56
361,223,86,2698.05,3.4,52.323833,4.8959236,9.187,22,25,56
362,218,86,2706.98,3.4,52.32375,4.895936,9.172,22,24,55
363,211,86,2716.21,3.6,52.32367,4.895954,9.145,22,23,55
364,205,85,2725.33,3.6,52.32359,4.8959765,9.104,22,23,55
365,204,86,2733.93,3.6,52.323513,4.8960032,9.082,22,23,56
366,214,86,2742.87,3.6,52.323437,4.8960357,9.037,22,24,55
367,223,86,2751.93,3.6,52.323357,4.8960705,8.992,22,25,55
368,221,86,2761.01,3.6,52.32328,4.8961086,8.992,22,25,55
369,212,87,2770.07,3.6,52.323204,4.896151,8.992,22,23,55
370,209,86,2779.18,3.6,52.323128,4.896199,8.992,22,23,55
371,217,87,2788.22,3.6,52.32305,4.8962526,8.992,22,24,56
372,227,86,2797.46,3.6,52.32298,4.8963146,9.009,22,25,55
373,228,86,2806.85,3.6,52.322906,4.896386,9.055,22,25,55
374,222,87,2816.14,3.4,52.322838,4.8964667,9.098,22,24,54
375,218,87,2825.24,3.4,52.322777,4.896554,9.119,22,24,54
376,217,87,2834.27,3.4,52.322716,4.896645,9.119,22,24,55
377,220,87,2843.58,3.6,52.32266,4.8967443,9.119,22,24,56
378,233,87,2852.49,3.6,52.32261,4.8968425,9.119,22,26,58
379,244,86,2861.56,3.6,52.322556,4.896943,9.119,22,27,56
380,240,86,2870.85,3.8,52.322502,4.89705,9.119,22,27,55
381,230,86,2880.09,3.8,52.322453,4.8971577,9.135,22,26,54
382,225,87,2889.49,3.8,52.322403,4.897268,9.17,22,25,53
383,221,86,2898.57,3.8,52.322353,4.897376,9.175,22,25,53
384,214,86,2907.62,4.0,52.322308,4.8974857,9.12,22,24,55
385,206,85,2916.61,4.0,52.32226,4.8975945,9.048,22,23,56
386,199,84,2925.59,3.8,52.32222,4.8977056,9.036,22,23,57
387,198,84,2934.67,3.8,52.322178,4.89782,9.033,22,23,56
388,208,84,2943.22,3.8,52.322136,4.8979263,8.818,22,24,54
389,222,83,2951.5,3.8,52.322094,4.898027,8.487,22,26,53
390,230,84,2959.94,3.8,52.32205,4.8981276,8.436,22,26,54
391,227,83,2968.76,3.6,52.322002,4.8982306,8.436,22,26,54
392,218,83,2977.26,3.6,52.32196,4.8983316,8.576,22,25,55
393,213,83,2985.44,3.6,52.321922,4.8984337,8.724,22,25,55
394,219,82,2993.73,3.6,52.32189,4.898545,8.593,22,26,56
395,230,82,3002.2,3.6,52.321873,4.8986645,8.489,22,27,56
396,240,83,3010.08,3.6,52.321865,4.8987794,8.441,22,28,55
397,248,83,3018.17,3.4,52.321865,4.8988986,8.333,22,29,55
398,251,83,3026.85,3.6,52.32187,4.8990254,8.167,22,29,54
399,246,83,3035.4,3.6,52.321873,4.8991504,8.275,22,28,53
400,232,83,3044.26,3.6,52.321877,4.8992805,8.439,22,27,54
401,219,83,3053.24,3.6,52.321877,4.899412,8.444,22,25,55
402,215,83,3062.05,3.6,52.321877,4.8995414,8.452,22,25,56
403,217,83,3071.01,3.6,52.32188,4.8996725,8.464,22,25,55
404,219,82,3079.81,3.6,52.321884,4.8998017,8.547,22,26,54
405,220,83,3088.82,3.6,52.321884,4.899934,8.686,22,25,55
406,219,83,3097.48,3.6,52.321888,4.9000607,8.686,22,25,54
407,216,82,3106.15,3.6,52.32189,4.9001875,8.686,22,25,55
408,213,82,3114.76,3.6,52.321896,4.900314,8.686,22,25,54
409,214,81,3123.43,3.8,52.3219,4.9004407,8.686,22,25,54
410,220,81,3132.19,3.8,52.321903,4.900569,8.686,22,26,56
411,231,81,3140.9,3.6,52.3219,4.9006968,8.689,22,27,56
412,235,82,3149.7,3.8,52.32189,4.9008255,8.694,22,27,57
413,224,83,3158.41,3.8,52.321884,4.900952,8.694,22,26,57
414,219,83,3167.4,3.6,52.321873,4.901082,8.694,22,25,56
415,223,83,3176.19,3.8,52.321857,4.9012094,8.694,22,26,55
416,222,83,3185.09,3.8,52.321842,4.901337,8.684,22,26,54
417,221,83,3193.72,3.8,52.321823,4.901461,8.667,22,25,53
418,225,82,3202.38,3.8,52.321808,4.9015846,8.667,22,26,53
419,225,82,3211.02,3.8,52.32179,4.901708,8.67,22,26,53
420,224,81,3219.63,4.0,52.321774,4.901831,8.675,22,26,53
