time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque
668,225,92,139,4503.86,7.343,9,23
669,228,93,139,4513.79,7.349,9,23
670,229,93,140,4520.64,7.378,9,24
671,229,93,140,4526.86,7.377,9,24
672,228,92,140,4532.04,7.361,9,24
673,223,92,140,4543.2,7.265,9,23
674,223,92,140,4550.44,7.27,9,23
675,228,92,139,4554.85,7.305,9,24
676,232,93,139,4563.71,7.352,9,24
677,229,93,139,4570.53,7.338,9,24
678,228,93,139,4575.75,7.327,9,23
679,227,93,139,4585.25,7.325,9,23
680,227,93,139,4592.0,7.344,9,23
681,228,92,139,4599.72,7.353,9,24
682,229,94,139,4604.95,7.375,9,23
683,229,93,140,4613.76,7.377,9,24
684,229,92,141,4622.8,7.376,9,24
685,226,93,141,4628.38,7.38,9,23
686,227,93,141,4635.68,7.355,9,23
687,227,93,141,4643.29,7.388,9,23
688,229,93,141,4648.23,7.383,9,24
689,228,92,142,4656.38,7.367,9,24
690,225,92,142,4663.01,7.325,9,23
691,224,93,142,4671.4,7.324,9,23
692,227,93,141,4677.63,7.345,9,23
693,230,92,141,4684.17,7.378,9,24
694,229,93,141,4693.2,7.378,9,24
695,228,93,141,4697.79,7.38,9,23
696,227,92,141,4707.84,7.309,9,24
697,223,92,141,4711.75,7.273,9,23
698,225,92,142,4717.68,7.287,9,23
699,228,92,142,4726.67,7.316,9,24
700,229,92,142,4734.47,7.349,9,24
701,230,92,142,4741.58,7.344,9,24
702,228,92,142,4750.34,7.309,9,24
703,226,92,142,4755.95,7.269,9,23
704,225,92,142,4763.88,7.263,9,23
705,228,92,142,4771.0,7.284,9,24
706,229,92,142,4776.84,7.29,9,24
707,229,91,142,4786.49,7.263,9,24
708,227,92,142,4789.4,7.263,9,24
709,227,91,142,4795.46,7.263,9,24
710,228,92,142,4806.13,7.263,9,24
711,229,93,142,4812.2,7.303,9,24
712,231,92,142,4818.66,7.376,9,24
713,231,93,142,4827.83,7.375,9,24
714,228,92,142,4835.4,7.38,9,24
715,226,91,142,4840.99,7.324,9,24
716,223,91,142,4847.98,7.229,9,23
717,220,91,142,4855.47,7.186,9,23
718,225,91,142,4860.8,7.18,9,24
719,228,91,142,4867.68,7.159,9,24
720,228,90,142,4871.94,7.131,9,24
721,228,93,142,4885.38,7.187,9,23
722,230,91,142,4891.26,7.285,9,24
723,233,92,141,4898.4,7.324,9,24
724,231,92,141,4905.31,7.285,9,24
725,225,91,141,4912.77,7.259,9,24
726,224,91,141,4918.1,7.238,9,24
727,226,92,141,4923.1,7.242,9,23
728,229,92,141,4933.07,7.266,9,24
729,230,93,140,4934.75,7.287,9,24
730,228,91,140,4948.32,7.263,9,24
731,225,93,140,4956.37,7.263,9,23
732,225,92,141,4960.89,7.289,9,23
733,227,92,141,4967.79,7.294,9,24
734,228,92,141,4977.26,7.295,9,24
735,227,93,141,4982.48,7.308,9,23
736,228,92,142,4988.86,7.327,9,24
737,228,93,141,4997.82,7.299,9,23
738,226,94,141,5003.51,7.331,9,23
739,223,93,141,5011.31,7.417,9,23
740,215,94,141,5018.38,7.467,9,22
741,199,95,141,5026.62,7.486,9,20
742,191,95,140,5030.78,7.48,9,19
743,189,93,141,5041.28,7.418,9,19
744,190,93,141,5047.99,7.384,9,20
745,190,92,141,5054.47,7.346,9,20
746,192,91,141,5061.74,7.285,9,20
747,192,91,141,5068.66,7.25,9,20
748,193,92,141,5074.71,7.266,9,20
749,199,93,141,5081.28,7.344,9,20
750,202,93,141,5090.52,7.378,9,21
751,199,92,141,5098.06,7.351,9,21
752,194,94,141,5104.5,7.352,9,20
753,195,93,140,5112.71,7.427,9,20
754,200,92,140,5120.11,7.404,9,21
755,196,92,140,5125.3,7.315,9,20
756,191,93,140,5133.79,7.297,9,20
757,191,93,140,5141.73,7.289,9,20
758,196,92,140,5147.68,7.327,9,20
759,198,92,140,5154.8,7.305,9,21
760,196,92,139,5162.53,7.263,9,20
761,194,92,139,5168.59,7.252,9,20
762,196,92,139,5175.54,7.267,9,20
763,198,92,139,5182.1,7.293,9,21
764,199,91,139,5190.53,7.259,9,21
765,197,91,139,5197.85,7.238,9,21
766,194,93,139,5203.45,7.238,9,20
767,197,92,139,5211.36,7.263,9,20
768,198,93,139,5218.07,7.263,9,20
769,198,92,138,5226.27,7.309,9,21
770,199,92,138,5232.71,7.327,9,21
771,198,92,138,5239.76,7.295,9,21
772,195,93,138,5247.12,7.321,9,20
773,198,94,137,5253.6,7.387,9,20
774,200,93,137,5261.15,7.401,9,21
775,199,93,137,5268.19,7.409,9,20
776,197,92,137,5275.15,7.413,9,20
777,195,92,137,5283.0,7.339,9,20
778,190,91,138,5289.86,7.2,9,20
779,187,93,138,5297.33,7.187,9,19
780,197,92,138,5304.76,7.302,9,20
781,207,93,138,5310.99,7.393,9,21
782,205,93,138,5317.33,7.402,9,21
783,201,93,137,5323.0,7.387,9,21
784,194,93,137,5330.1,7.352,9,20
785,191,93,136,5338.65,7.287,9,20
786,192,94,136,5343.25,7.263,9,20
787,196,93,135,5353.88,7.345,9,20
788,202,93,135,5361.82,7.399,9,21
789,200,93,135,5368.97,7.401,9,21
790,197,92,135,5375.58,7.376,9,20
791,194,92,135,5381.91,7.323,9,20
792,192,92,135,5390.14,7.291,9,20
793,193,92,135,5397.15,7.292,9,20
794,197,92,135,5403.32,7.295,9,20
795,199,92,134,5409.11,7.289,9,21
796,198,92,134,5417.49,7.29,9,21
797,198,94,134,5424.66,7.332,9,20
798,200,94,134,5434.13,7.407,9,20
799,201,94,134,5439.71,7.459,9,20
800,202,94,135,5446.95,7.456,9,21
801,196,95,135,5454.89,7.447,9,20
802,194,93,135,5461.67,7.405,9,20
803,193,93,135,5466.37,7.382,9,20
804,192,94,136,5473.89,7.376,9,20
805,195,93,136,5479.47,7.394,9,20
806,198,93,136,5488.96,7.43,9,20
807,198,93,135,5498.68,7.398,9,20
808,194,92,136,5503.16,7.366,9,20
809,191,93,136,5508.75,7.304,9,20
810,193,93,136,5519.14,7.342,9,20
811,195,92,136,5526.79,7.349,9,20
812,198,94,136,5533.11,7.367,9,20
813,198,93,136,5541.05,7.376,9,20
814,198,93,136,5545.75,7.406,9,20
815,198,95,135,5552.93,7.412,9,20
816,198,94,135,5562.52,7.444,9,20
817,197,94,134,5569.33,7.412,9,20
818,193,93,134,5576.88,7.37,9,20
819,193,93,134,5582.13,7.345,9,20
820,195,93,134,5589.65,7.327,9,20
821,195,92,134,5598.15,7.311,9,20
822,194,92,134,5604.56,7.263,9,20
823,193,93,134,5611.33,7.288,9,20
824,196,93,134,5620.88,7.355,9,20
825,200,93,135,5625.47,7.38,9,21
826,197,93,134,5629.69,7.371,9,20
827,195,93,134,5638.2,7.349,9,20
828,195,93,134,5648.74,7.378,9,20
829,197,93,134,5654.39,7.372,9,20
830,196,93,134,5663.22,7.325,9,20
831,194,92,134,5668.78,7.316,9,20
832,194,91,134,5673.85,7.263,9,20
833,195,93,134,5683.66,7.272,9,20
834,196,93,134,5690.72,7.313,9,20
835,200,93,134,5696.91,7.353,9,21
836,200,92,134,5704.57,7.335,9,21
837,196,93,133,5713.5,7.321,9,20
838,192,92,133,5717.7,7.289,9,20
839,195,92,133,5726.17,7.305,9,20
840,197,94,133,5731.56,7.36,9,20
841,199,93,134,5739.09,7.375,9,20
842,202,90,134,5744.02,7.298,9,21
843,184,91,134,5750.29,7.17,9,19
844,186,90,134,5760.11,7.101,9,20
845,198,90,135,5765.49,7.12,9,21
846,201,94,135,5772.67,7.223,9,20
847,209,92,137,5781.5,7.35,9,22
848,206,92,137,5790.39,7.337,9,21
849,192,91,138,5795.84,7.272,9,20
850,190,92,140,5802.19,7.238,9,20
851,192,93,140,5811.2,7.255,9,20
852,198,94,140,5816.87,7.355,9,20
853,202,94,140,5825.25,7.434,9,21
854,203,93,140,5833.64,7.452,9,21
855,195,93,140,5840.11,7.383,9,20
856,189,93,140,5848.15,7.326,9,19
857,192,94,140,5854.65,7.363,9,20
858,197,94,140,5861.4,7.4,9,20
859,203,93,140,5867.75,7.367,9,21
860,211,94,139,5874.65,7.338,9,21
861,222,93,139,5883.7,7.35,9,23
862,232,93,139,5888.73,7.353,9,24
863,230,93,138,5896.66,7.379,9,24
864,229,92,138,5903.92,7.363,9,24
865,227,92,138,5911.38,7.326,9,24
866,225,92,138,5918.21,7.287,9,23
867,225,92,138,5924.11,7.264,9,23
868,228,91,138,5931.8,7.256,9,24
869,227,93,138,5938.73,7.238,9,23
870,227,93,139,5946.44,7.272,9,23
871,229,92,139,5955.43,7.297,9,24
872,232,92,139,5959.77,7.292,9,24
873,227,91,139,5966.66,7.273,9,24
874,226,93,139,5976.5,7.263,9,23
875,227,92,139,5981.79,7.282,9,24
876,230,91,139,5989.16,7.318,9,24
877,228,91,138,5997.57,7.268,9,24
878,225,91,138,6003.59,7.213,9,24
879,223,90,138,6009.17,7.2,9,24
880,225,90,138,6014.4,7.159,9,24
881,226,90,138,6024.09,7.13,9,24
882,227,91,138,6029.51,7.136,9,24
883,230,90,139,6038.45,7.141,9,24
884,231,90,139,6045.94,7.154,9,25
885,229,90,139,6051.71,7.15,9,24
886,227,91,139,6058.55,7.184,9,24
887,229,91,139,6062.87,7.212,9,24
888,230,91,140,6070.71,7.238,9,24
889,229,91,140,6078.19,7.238,9,24
890,228,91,140,6086.52,7.238,9,24
891,227,91,140,6094.3,7.238,9,24
892,226,93,140,6101.11,7.256,9,23
893,229,92,140,6108.86,7.299,9,24
894,231,92,141,6116.62,7.325,9,24
895,228,93,141,6123.49,7.353,9,23
896,228,93,141,6129.08,7.353,9,23
897,227,91,142,6137.97,7.294,9,24
898,222,93,142,6142.65,7.263,9,23
899,223,91,142,6149.4,7.263,9,23
900,226,91,143,6156.77,7.234,9,24
901,225,92,143,6163.25,7.213,9,23
902,227,91,143,6173.21,7.244,9,24
903,230,92,144,6178.39,7.263,9,24
904,228,91,144,6186.69,7.232,9,24
905,226,91,143,6192.63,7.213,9,24
906,225,91,143,6200.87,7.213,9,24
907,227,91,143,6205.79,7.213,9,24
908,227,91,144,6211.12,7.214,9,24
909,227,91,144,6217.64,7.217,9,24
910,229,91,144,6228.71,7.238,9,24
911,229,93,144,6233.22,7.266,9,24
912,229,91,144,6241.46,7.289,9,24
913,229,92,144,6249.84,7.283,9,24
914,227,90,144,6256.64,7.244,9,24
915,224,91,144,6263.62,7.201,9,24
916,224,90,144,6268.38,7.165,9,24
917,224,90,144,6277.63,7.122,9,24
918,224,91,144,6285.03,7.115,9,24
919,228,91,144,6289.61,7.144,9,24
920,231,90,144,6294.37,7.172,9,25
921,230,91,145,6304.39,7.206,9,24
922,229,93,145,6312.17,7.231,9,24
923,230,92,145,6317.33,7.323,9,24
924,233,91,144,6327.62,7.323,9,24
925,230,92,144,6334.02,7.266,9,24
926,224,90,144,6339.62,7.205,9,24
927,221,90,144,6345.89,7.176,9,23
928,224,91,144,6352.9,7.153,9,24
929,230,92,144,6361.11,7.221,9,24
930,234,91,144,6367.49,7.288,9,25
931,229,91,144,6373.82,7.254,9,24
932,225,91,144,6382.13,7.185,9,24
933,223,89,145,6389.92,7.116,9,24
934,223,89,145,6396.66,7.086,9,24
935,225,90,145,6402.82,7.051,9,24
936,228,90,145,6408.41,7.062,9,24
937,231,91,145,6414.06,7.093,9,24
938,234,91,145,6422.32,7.171,9,25
939,234,91,145,6431.63,7.213,9,25
940,228,90,145,6436.3,7.196,9,24
941,225,90,145,6445.37,7.144,9,24
942,223,90,146,6451.84,7.126,9,24
943,226,90,146,6459.52,7.135,9,24
944,228,93,146,6466.4,7.15,9,23
945,230,92,145,6473.83,7.213,9,24
946,230,90,145,6479.01,7.201,9,24
947,226,90,145,6488.78,7.153,9,24
948,225,92,144,6494.37,7.176,9,23
949,230,92,144,6499.98,7.24,9,24
950,233,93,144,6506.72,7.296,9,24
951,231,92,144,6516.59,7.299,9,24
952,227,93,145,6520.85,7.324,9,23
953,225,92,145,6529.46,7.29,9,23
954,224,92,145,6537.85,7.297,9,23
955,226,93,145,6545.23,7.318,9,23
956,229,93,144,6551.51,7.36,9,24
957,228,92,144,6556.23,7.363,9,24
958,226,91,144,6563.1,7.327,9,24
959,223,92,144,6572.0,7.27,9,23
960,223,92,144,6579.4,7.257,9,23
961,224,92,144,6586.16,7.252,9,23
962,227,91,144,6594.05,7.256,9,24
963,227,92,144,6599.91,7.226,9,24
964,226,90,144,6607.2,7.213,9,24
965,226,90,145,6615.62,7.15,9,24
966,224,91,145,6619.81,7.138,9,24
967,227,91,145,6629.34,7.143,9,24
968,230,91,145,6636.58,7.152,9,24
969,231,93,144,6642.16,7.207,9,24
970,232,92,144,6651.2,7.299,9,24
971,232,91,144,6656.21,7.322,9,24
972,229,91,144,6659.93,7.305,9,24
973,225,92,144,6665.5,7.28,9,23
974,224,91,145,6678.66,7.263,9,24
975,227,92,144,6685.01,7.287,9,24
976,228,92,145,6693.35,7.275,9,24
977,227,93,144,6699.31,7.263,9,23
978,226,93,144,6705.15,7.287,9,23
979,226,93,144,6713.95,7.439,9,23
980,219,93,143,6719.54,7.444,9,22
981,197,94,143,6728.97,7.402,9,20
982,187,93,142,6736.25,7.38,9,19
983,189,93,142,6741.83,7.38,9,19
984,194,94,142,6749.46,7.385,9,20
985,197,94,142,6758.54,7.428,9,20
986,198,95,142,6764.13,7.496,9,20
987,199,94,142,6771.1,7.51,9,20
988,196,93,141,6779.56,7.476,9,20
989,190,93,141,6786.43,7.367,9,20
990,187,92,141,6792.19,7.289,9,19
991,190,93,141,6799.38,7.294,9,20
992,196,93,141,6806.89,7.313,9,20
993,199,93,140,6813.53,7.337,9,20
994,198,93,140,6818.07,7.359,9,20
995,198,93,139,6828.43,7.405,9,20
996,200,94,139,6832.62,7.433,9,20
997,198,95,138,6842.54,7.491,9,20
998,198,92,138,6851.01,7.51,9,21
999,195,93,138,6858.65,7.433,9,20
1000,191,92,137,6864.29,7.363,9,20
1001,188,92,137,6871.47,7.282,9,20
1002,190,92,137,6880.24,7.24,9,20
1003,193,92,137,6886.72,7.246,9,20
1004,197,92,137,6892.39,7.263,9,20
1005,199,92,137,6899.34,7.263,9,21
1006,199,93,137,6906.06,7.263,9,20
1007,198,92,137,6914.07,7.298,9,21
1008,199,93,138,6922.45,7.341,9,20
1009,201,94,138,6928.62,7.408,9,20
1010,201,93,138,6935.1,7.431,9,21
1011,200,93,138,6941.88,7.411,9,21
1012,196,94,138,6950.89,7.377,9,20
1013,195,94,139,6956.5,7.401,9,20
1014,196,93,139,6962.7,7.402,9,20
1015,197,93,139,6973.18,7.383,9,20
1016,194,94,139,6978.64,7.384,9,20
1017,195,95,139,6985.29,7.426,9,20
1018,199,95,138,6993.36,7.486,9,20
1019,200,94,138,7000.24,7.511,9,20
1020,198,93,137,7008.63,7.478,9,20
1021,197,94,137,7017.02,7.438,9,20
1022,195,95,137,7023.39,7.433,9,20
1023,193,94,137,7030.34,7.495,9,20
1024,197,95,138,7036.46,7.51,9,20
1025,197,95,138,7044.35,7.485,9,20
1026,195,94,138,7050.63,7.498,9,20
1027,194,93,138,7059.06,7.434,9,20
1028,191,93,138,7065.91,7.405,9,20
1029,192,94,138,7074.51,7.385,9,20
1030,196,94,138,7080.07,7.424,9,20
1031,199,93,138,7086.62,7.429,9,20
1032,197,94,138,7094.46,7.419,9,20
1033,195,93,138,7100.85,7.391,9,20
1034,195,93,137,7109.62,7.361,9,20
1035,195,94,137,7116.18,7.353,9,20
1036,195,92,137,7123.31,7.316,9,20
1037,195,92,137,7127.28,7.274,9,20
1038,195,93,136,7138.9,7.263,9,20
1039,197,92,136,7145.36,7.263,9,20
1040,199,92,136,7150.95,7.327,9,21
1041,201,93,137,7159.81,7.323,9,21
1042,199,92,137,7165.23,7.289,9,21
1043,196,92,137,7174.62,7.323,9,20
1044,197,93,137,7178.95,7.328,9,20
1045,198,92,138,7187.87,7.352,9,21
1046,197,93,137,7193.57,7.353,9,20
1047,196,92,137,7200.82,7.351,9,20
1048,195,93,137,7208.27,7.349,9,20
1049,195,94,137,7216.67,7.397,9,20
1050,198,94,137,7224.81,7.427,9,20
1051,198,94,138,7230.38,7.417,9,20
1052,195,93,138,7236.41,7.39,9,20
1053,191,91,139,7242.69,7.309,9,20
1054,191,92,139,7248.83,7.288,9,20
1055,195,92,140,7259.44,7.274,9,20
1056,198,91,140,7264.32,7.294,9,21
1057,199,91,140,7269.87,7.294,9,21
1058,197,92,139,7279.72,7.263,9,20
1059,196,92,139,7288.12,7.295,9,20
1060,196,92,139,7293.14,7.263,9,20
1061,196,92,139,7302.19,7.263,9,20
1062,196,92,139,7309.14,7.286,9,20
1063,198,93,139,7314.39,7.32,9,20
1064,199,92,139,7323.69,7.325,9,21
1065,197,92,138,7330.17,7.327,9,20
1066,194,92,138,7336.7,7.313,9,20
1067,195,92,137,7344.56,7.296,9,20
1068,195,92,137,7351.2,7.259,9,20
1069,195,91,136,7357.96,7.238,9,20
1070,194,90,136,7364.74,7.213,9,21
1071,195,95,136,7371.12,7.248,9,20
1072,201,95,136,7378.76,7.364,9,20
1073,208,93,136,7387.21,7.433,9,21
1074,196,93,136,7394.89,7.371,9,20
1075,190,93,135,7400.47,7.339,9,20
1076,191,92,134,7405.12,7.301,9,20
1077,195,90,133,7413.89,7.256,9,21
1078,194,91,133,7416.68,7.239,9,20
1079,199,95,132,7429.71,7.429,9,20
1080,211,96,132,7437.35,7.561,9,21
1081,209,93,133,7443.63,7.491,9,21
1082,187,92,133,7452.03,7.353,9,19
1083,183,92,134,7456.37,7.287,9,19
1084,191,90,134,7466.66,7.186,9,20
1085,194,90,135,7473.07,7.129,9,21
1086,194,91,137,7479.93,7.118,9,20
1087,199,91,137,7487.78,7.22,9,21
1088,205,91,139,7494.56,7.263,9,22
1089,204,92,139,7500.28,7.289,9,21
1090,198,92,140,7507.27,7.293,9,21
1091,195,91,140,7512.54,7.275,9,20
1092,194,91,140,7519.33,7.263,9,20
1093,193,92,140,7529.35,7.238,9,20
1094,196,91,140,7536.15,7.238,9,21
1095,197,91,140,7542.67,7.215,9,21
1096,195,91,139,7550.48,7.17,9,20
1097,194,91,139,7557.17,7.178,9,20
1098,199,90,139,7560.77,7.205,9,21
1099,202,89,139,7570.55,7.13,9,22
1100,208,90,139,7576.14,7.03,9,22
1101,218,91,139,7582.17,7.075,9,23
1102,234,91,139,7590.9,7.152,9,25
1103,241,90,139,7598.36,7.213,9,26
1104,232,92,139,7605.53,7.215,9,24
1105,228,91,139,7613.92,7.238,9,24
1106,228,92,139,7621.89,7.238,9,24
1107,228,90,139,7626.55,7.221,9,24
1108,226,90,139,7633.12,7.185,9,24
1109,223,89,139,7639.46,7.137,9,24
1110,223,90,140,7644.14,7.103,9,24
1111,226,90,140,7651.99,7.096,9,24
1112,230,89,140,7662.26,7.101,9,25
1113,227,90,140,7667.17,7.086,9,24
1114,227,90,140,7675.13,7.099,9,24
1115,229,90,141,7682.79,7.104,9,24
1116,231,89,141,7689.61,7.126,9,25
1117,229,90,141,7695.89,7.127,9,24
1118,227,90,141,7701.96,7.128,9,24
1119,227,90,141,7710.41,7.13,9,24
1120,227,90,141,7716.93,7.124,9,24
1121,227,91,142,7723.27,7.151,9,24
1122,228,91,142,7730.87,7.213,9,24
1123,230,91,142,7737.87,7.213,9,24
1124,227,91,142,7744.29,7.199,9,24
1125,225,92,142,7752.69,7.215,9,23
1126,226,91,142,7760.17,7.238,9,24
1127,229,91,142,7765.77,7.253,9,24
1128,229,92,141,7771.64,7.282,9,24
1129,229,92,141,7780.02,7.323,9,24
1130,227,91,141,7784.93,7.294,9,24
1131,224,91,141,7794.73,7.243,9,24
1132,223,91,142,7802.7,7.238,9,23
1133,226,91,142,7807.71,7.238,9,24
1134,228,92,142,7815.76,7.238,9,24
1135,228,92,142,7822.91,7.238,9,24
1136,228,92,142,7830.33,7.261,9,24
1137,228,91,142,7836.64,7.263,9,24
1138,227,90,142,7843.65,7.226,9,24
1139,224,91,142,7850.8,7.175,9,24
1140,224,92,142,7856.39,7.15,9,23
1141,226,91,142,7862.02,7.213,9,24
1142,231,91,142,7871.55,7.252,9,24
1143,232,90,142,7876.95,7.235,9,25
1144,226,90,143,7885.66,7.194,9,24
1145,224,90,143,7893.32,7.176,9,24
1146,225,91,143,7898.91,7.167,9,24
1147,228,91,143,7906.0,7.187,9,24
1148,229,91,143,7912.66,7.184,9,24
1149,229,91,143,7920.62,7.206,9,24
1150,228,91,144,7927.0,7.218,9,24
1151,229,90,144,7933.77,7.216,9,24
1152,226,90,144,7942.81,7.163,9,24
1153,225,90,144,7948.39,7.128,9,24
1154,224,91,145,7955.32,7.137,9,24
1155,228,91,145,7963.05,7.186,9,24
1156,232,91,145,7969.31,7.212,9,24
1157,230,90,145,7977.61,7.189,9,24
1158,227,89,145,7981.89,7.15,9,24
1159,224,90,145,7990.93,7.092,9,24
1160,224,90,145,7996.57,7.09,9,24
1161,229,89,146,8001.8,7.098,9,25
1162,229,89,146,8004.18,7.091,9,25
1163,227,89,146,8018.37,7.071,9,24
1164,227,89,146,8025.79,7.049,9,24
1165,227,89,146,8031.61,7.051,9,24
1166,228,89,145,8040.08,7.054,9,24
1167,228,89,145,8042.85,7.067,9,24
1168,229,89,145,8051.98,7.08,9,25
1169,228,90,145,8060.61,7.066,9,24
1170,227,89,145,8066.23,7.084,9,24
1171,227,89,145,8072.27,7.091,9,24
1172,229,89,145,8079.49,7.093,9,25
1173,228,90,145,8087.85,7.082,9,24
1174,227,89,145,8091.88,7.086,9,24
1175,227,89,145,8101.65,7.087,9,24
1176,227,89,145,8108.75,7.094,9,24
1177,228,89,145,8114.19,7.101,9,24
1178,228,90,144,8121.68,7.128,9,24
1179,228,90,143,8128.95,7.126,9,24
1180,228,90,142,8133.52,7.147,9,24
1181,227,90,142,8143.55,7.131,9,24
1182,227,90,140,8147.7,7.15,9,24
1183,227,90,139,8151.05,7.15,9,24
1184,227,90,138,8163.75,7.128,9,24
1185,227,89,138,8169.65,7.115,9,24
1186,226,89,139,8175.65,7.097,9,24
1187,225,89,139,8182.68,7.053,9,24
1188,226,89,140,8191.73,7.056,9,24
1189,229,90,140,8196.77,7.089,9,24
1190,230,90,141,8204.39,7.11,9,24
1191,230,91,141,8211.04,7.174,9,24
1192,231,91,141,8219.43,7.219,9,24
1193,230,91,142,8226.58,7.223,9,24
1194,227,90,142,8232.17,7.213,9,24
1195,225,91,142,8240.44,7.166,9,24
1196,224,90,143,8245.18,7.15,9,24
1197,225,90,143,8253.08,7.152,9,24
1198,226,90,143,8261.45,7.126,9,24
1199,226,91,144,8267.79,7.127,9,24
1200,227,90,144,8274.69,7.144,9,24
1201,228,89,144,8281.87,7.117,9,24
1202,226,90,144,8287.95,7.099,9,24
1203,223,90,145,8294.71,7.089,9,24
1204,224,90,145,8300.05,7.084,9,24
1205,225,89,145,8305.99,7.08,9,24
1206,227,90,145,8315.4,7.088,9,24
1207,230,89,145,8322.35,7.118,9,25
1208,230,89,145,8329.78,7.095,9,25
1209,228,90,145,8335.81,7.084,9,24
1210,225,89,145,8344.38,7.089,9,24
1211,227,89,145,8350.0,7.089,9,24
1212,228,90,145,8358.09,7.088,9,24
1213,228,90,145,8364.54,7.124,9,24
1214,228,90,145,8370.34,7.132,9,24
1215,228,90,145,8377.1,7.153,9,24
1216,227,90,145,8386.25,7.165,9,24
1217,228,90,145,8391.86,7.182,9,24
1218,228,91,145,8398.26,7.152,9,24
1219,224,91,145,8407.15,7.239,9,24
1220,215,92,145,8411.65,7.314,9,22
1221,204,92,145,8420.73,7.325,9,21
1222,194,92,145,8429.45,7.317,9,20
1223,189,92,145,8434.08,7.252,9,20
1224,189,92,145,8441.21,7.244,9,20
1225,192,91,144,8449.17,7.255,9,20
1226,195,90,144,8456.47,7.263,9,21
1227,195,91,145,8461.82,7.203,9,20
1228,194,91,144,8469.9,7.186,9,20
1229,194,92,144,8477.99,7.218,9,20
1230,196,92,144,8484.63,7.281,9,20
1231,200,92,144,8490.66,7.326,9,21
1232,200,92,145,8497.79,7.326,9,21
1233,197,92,145,8506.82,7.288,9,20
1234,194,92,145,8512.42,7.263,9,20
1235,193,92,145,8520.05,7.238,9,20
1236,195,92,145,8527.45,7.251,9,20
1237,197,91,144,8532.72,7.263,9,21
1238,198,91,144,8539.92,7.263,9,21
1239,197,93,144,8546.56,7.263,9,20
1240,196,92,144,8554.95,7.274,9,20
1241,197,93,143,8560.93,7.294,9,20
1242,197,92,143,8570.5,7.293,9,20
1243,195,92,143,8577.24,7.29,9,20
1244,196,93,143,8582.99,7.327,9,20
1245,198,92,143,8589.98,7.322,9,21
1246,197,93,143,8595.2,7.325,9,20
1247,196,93,143,8604.03,7.325,9,20
1248,196,93,143,8612.19,7.353,9,20
1249,197,92,143,8618.79,7.351,9,20
1250,196,93,143,8625.35,7.33,9,20
1251,194,92,143,8632.34,7.326,9,20
1252,195,92,143,8641.96,7.323,9,20
1253,196,93,143,8648.27,7.327,9,20
1254,197,93,143,8654.61,7.353,9,20
1255,197,92,143,8662.27,7.342,9,20
1256,195,92,142,8669.29,7.307,9,20
1257,194,92,142,8676.91,7.279,9,20
1258,194,92,142,8681.74,7.277,9,20
1259,196,92,142,8690.31,7.296,9,20
1260,197,92,141,8697.07,7.317,9,20
1261,197,91,141,8704.81,7.319,9,21
1262,195,92,140,8711.33,7.277,9,20
1263,194,91,140,8719.19,7.238,9,20
1264,194,92,140,8723.63,7.238,9,20
1265,198,91,140,8731.89,7.238,9,21
1266,199,91,139,8737.04,7.238,9,21
1267,197,92,139,8744.52,7.238,9,20
1268,197,92,139,8753.31,7.254,9,20
1269,198,92,139,8760.35,7.295,9,21
1270,198,91,138,8769.04,7.289,9,21
1271,195,92,139,8776.32,7.263,9,20
1272,194,92,139,8782.17,7.23,9,20
1273,194,93,139,8788.11,7.225,9,20
1274,197,91,139,8796.62,7.263,9,21
1275,199,92,139,8801.44,7.263,9,21
1276,197,92,139,8810.01,7.263,9,20
1277,196,92,139,8817.33,7.278,9,20
1278,197,92,139,8824.83,7.297,9,20
1279,198,92,139,8832.31,7.294,9,21
1280,197,92,139,8837.96,7.269,9,20
1281,195,92,139,8843.52,7.263,9,20
1282,195,94,139,8851.73,7.302,9,20
1283,200,93,139,8860.23,7.38,9,21
1284,200,92,139,8866.87,7.386,9,21
1285,194,92,139,8873.18,7.322,9,20
1286,190,92,139,8880.47,7.265,9,20
1287,191,92,140,8887.54,7.238,9,20
1288,196,92,140,8893.63,7.243,9,20
1289,198,90,140,8902.33,7.241,9,21
1290,196,91,141,8909.73,7.15,9,21
1291,192,91,142,8915.33,7.126,9,20
1292,195,90,142,8924.36,7.176,9,21
1293,202,90,144,8928.93,7.206,9,21
1294,200,91,144,8934.32,7.213,9,21
1295,197,91,144,8944.45,7.213,9,21
1296,196,90,144,8952.26,7.203,9,21
1297,196,90,143,8957.85,7.188,9,21
1298,195,90,143,8965.68,7.152,9,21
1299,196,91,143,8973.28,7.173,9,21
1300,197,91,143,8979.84,7.203,9,21
1301,199,91,143,8984.22,7.223,9,21
1302,198,90,143,8993.9,7.212,9,21
1303,195,90,144,9001.27,7.162,9,21
1304,193,90,144,9007.15,7.121,9,20
1305,192,90,144,9012.59,7.091,9,20
1306,194,90,145,9022.4,7.113,9,21
1307,201,91,144,9028.15,7.179,9,21
1308,202,92,144,9032.08,7.235,9,21
1309,203,90,144,9041.36,7.275,9,22
1310,201,90,144,9048.47,7.207,9,21
1311,188,92,144,9055.34,7.133,9,20
1312,190,90,143,9064.44,7.179,9,20
1313,195,90,143,9071.44,7.221,9,21
1314,199,91,143,9077.1,7.22,9,21
1315,195,92,143,9084.53,7.238,9,20
1316,196,91,143,9089.79,7.238,9,21
1317,196,91,144,9098.14,7.213,9,21
