time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque
1318,194,91,144,9105.31,7.213,9,20
1319,198,91,144,9110.4,7.213,9,21
1320,198,92,144,9119.31,7.249,9,21
1321,199,92,144,9125.46,7.263,9,21
1322,197,92,144,9132.18,7.263,9,20
1323,194,92,144,9139.61,7.263,9,20
1324,197,93,143,9148.52,7.32,9,20
1325,199,93,143,9155.13,7.376,9,20
1326,199,92,142,9163.27,7.368,9,21
1327,195,92,141,9169.76,7.33,9,20
1328,193,91,141,9173.25,7.298,9,20
1329,192,91,140,9181.63,7.27,9,20
1330,195,91,139,9191.55,7.303,9,20
1331,198,92,139,9194.91,7.327,9,21
1332,199,92,139,9205.02,7.323,9,21
1333,196,91,139,9213.7,7.283,9,21
1334,193,92,139,9217.95,7.238,9,20
1335,193,91,140,9227.44,7.238,9,20
1336,196,90,140,9234.58,7.238,9,21
1337,199,92,140,9240.16,7.248,9,21
1338,198,91,140,9245.76,7.243,9,21
1339,202,89,140,9251.91,7.189,9,22
1340,209,92,140,9260.78,7.143,9,22
1341,229,91,140,9264.94,7.202,9,24
1342,240,90,141,9276.7,7.263,9,25
1343,234,90,141,9281.42,7.253,9,25
1344,226,91,141,9289.78,7.213,9,24
1345,226,91,141,9297.3,7.238,9,24
1346,228,91,140,9304.07,7.223,9,24
1347,228,92,140,9311.95,7.213,9,24
1348,227,91,140,9317.54,7.228,9,24
1349,229,91,140,9325.13,7.262,9,24
1350,230,92,139,9329.44,7.263,9,24
1351,228,91,139,9337.35,7.248,9,24
1352,226,92,139,9345.04,7.213,9,23
1353,225,89,139,9354.04,7.181,9,24
1354,225,90,139,9360.0,7.172,9,24
1355,227,90,139,9367.19,7.176,9,24
1356,228,91,139,9374.71,7.172,9,24
1357,226,94,140,9379.02,7.168,9,23
1358,228,89,140,9387.95,7.176,9,24
1359,228,90,140,9393.05,7.142,9,24
1360,225,89,140,9402.43,7.098,9,24
1361,226,90,141,9408.13,7.113,9,24
1362,229,90,141,9415.51,7.101,9,24
1363,229,90,141,9422.8,7.101,9,24
1364,228,90,141,9428.4,7.101,9,24
1365,228,90,141,9437.44,7.099,9,24
1366,229,90,142,9443.03,7.101,9,24
1367,227,90,142,9451.27,7.099,9,24
1368,227,90,142,9457.51,7.124,9,24
1369,229,91,142,9463.9,7.159,9,24
1370,230,90,142,9471.46,7.187,9,24
1371,230,91,142,9478.07,7.203,9,24
1372,229,90,142,9484.16,7.204,9,24
1373,227,90,142,9492.33,7.169,9,24
1374,224,90,142,9500.19,7.151,9,24
1375,225,90,143,9505.95,7.151,9,24
1376,227,90,143,9513.42,7.153,9,24
1377,228,90,143,9518.2,7.15,9,24
1378,227,90,143,9526.25,7.127,9,24
1379,226,89,143,9535.05,7.099,9,24
1380,226,90,143,9541.68,7.085,9,24
1381,226,90,144,9547.42,7.094,9,24
1382,227,89,144,9554.32,7.101,9,24
1383,228,91,144,9562.7,7.098,9,24
1384,227,90,143,9566.95,7.142,9,24
1385,229,90,143,9575.33,7.151,9,24
1386,229,91,143,9583.16,7.145,9,24
1387,228,90,144,9588.75,7.203,9,24
1388,231,91,144,9597.44,7.207,9,24
1389,231,91,144,9602.49,7.188,9,24
1390,228,91,144,9611.03,7.179,9,24
1391,226,91,144,9615.27,7.185,9,24
1392,227,91,144,9622.55,7.179,9,24
1393,228,91,144,9630.86,7.188,9,24
1394,228,90,144,9635.47,7.188,9,24
1395,227,91,144,9645.46,7.213,9,24
1396,228,90,144,9651.03,7.196,9,24
1397,225,90,145,9658.82,7.153,9,24
1398,225,90,145,9662.0,7.141,9,24
1399,227,89,145,9673.79,7.129,9,24
1400,227,90,145,9680.45,7.126,9,24
1401,226,90,145,9686.46,7.13,9,24
1402,228,90,145,9693.09,7.153,9,24
1403,230,90,145,9701.34,7.127,9,24
1404,227,90,145,9708.65,7.127,9,24
1405,226,90,145,9713.27,7.126,9,24
1406,226,90,145,9722.49,7.153,9,24
1407,228,90,145,9727.87,7.15,9,24
1408,227,90,146,9736.13,7.128,9,24
1409,226,89,146,9743.36,7.102,9,24
1410,226,89,147,9749.84,7.086,9,24
1411,225,90,147,9758.14,7.127,9,24
1412,225,89,147,9763.94,7.151,9,24
1413,228,90,148,9770.86,7.152,9,24
1414,227,91,148,9775.86,7.181,9,24
1415,227,91,148,9781.4,7.213,9,24
1416,229,90,149,9789.82,7.195,9,24
1417,227,91,149,9798.21,7.134,9,24
1418,223,90,149,9804.75,7.129,9,24
1419,226,91,149,9812.91,7.165,9,24
1420,229,91,149,9820.48,7.192,9,24
1421,230,91,148,9825.53,7.213,9,24
1422,229,91,148,9833.89,7.235,9,24
1423,228,91,148,9841.38,7.238,9,24
1424,227,92,148,9846.77,7.283,9,24
1425,229,91,148,9854.08,7.324,9,24
1426,229,92,148,9862.9,7.3,9,24
1427,225,91,148,9869.0,7.23,9,24
1428,223,91,148,9875.97,7.19,9,23
1429,224,90,148,9883.61,7.188,9,24
1430,226,91,148,9890.64,7.182,9,24
1431,228,91,148,9895.8,7.186,9,24
1432,228,90,148,9903.85,7.194,9,24
1433,226,90,148,9910.73,7.166,9,24
1434,225,90,148,9917.85,7.141,9,24
1435,225,90,148,9923.9,7.131,9,24
1436,226,91,148,9927.5,7.145,9,24
1437,229,91,148,9936.73,7.163,9,24
1438,231,90,148,9946.34,7.169,9,25
1439,230,91,148,9950.98,7.135,9,24
1440,227,91,147,9957.95,7.151,9,24
1441,227,91,147,9966.83,7.187,9,24
1442,228,90,147,9972.8,7.18,9,24
1443,228,91,147,9981.08,7.15,9,24
1444,226,91,147,9988.89,7.153,9,24
1445,227,91,147,9994.49,7.189,9,24
1446,230,91,147,10002.11,7.237,9,24
1447,231,91,147,10009.47,7.238,9,24
1448,228,91,147,10014.74,7.238,9,24
1449,226,90,148,10023.13,7.224,9,24
1450,225,91,147,10029.35,7.186,9,24
1451,224,91,147,10035.76,7.162,9,24
1452,226,90,147,10044.02,7.151,9,24
1453,227,91,147,10050.46,7.154,9,24
1454,227,90,147,10055.61,7.165,9,24
1455,228,90,147,10059.47,7.187,9,24
1456,228,91,147,10070.49,7.185,9,24
1457,228,91,147,10075.73,7.213,9,24
1458,229,92,147,10084.28,7.31,9,24
1459,228,94,147,10092.51,7.47,9,23
1460,222,94,147,10099.18,7.522,9,23
1461,203,95,147,10106.92,7.584,9,20
1462,191,94,147,10115.61,7.534,9,19
1463,186,94,147,10123.99,7.458,9,19
1464,184,94,147,10130.4,7.406,9,19
1465,188,93,147,10136.58,7.431,9,19
1466,197,93,147,10142.96,7.428,9,20
1467,198,94,147,10153.36,7.402,9,20
1468,193,93,147,10155.03,7.394,9,20
1469,194,93,148,10164.96,7.388,9,20
1470,195,93,148,10174.41,7.342,9,20
1471,194,93,148,10179.72,7.298,9,20
1472,193,92,148,10187.05,7.301,9,20
1473,196,94,148,10195.42,7.344,9,20
1474,200,93,147,10202.06,7.393,9,21
1475,202,93,147,10204.8,7.417,9,21
1476,196,94,146,10216.43,7.4,9,20
1477,196,93,146,10223.77,7.402,9,20
1478,196,92,146,10229.23,7.406,9,20
1479,195,92,145,10233.53,7.383,9,20
1480,194,93,145,10245.88,7.349,9,20
1481,194,93,145,10252.18,7.353,9,20
1482,195,92,144,10258.64,7.353,9,20
1483,197,92,144,10266.27,7.343,9,20
1484,196,92,144,10273.23,7.29,9,20
1485,193,92,144,10280.93,7.307,9,20
1486,196,93,144,10287.92,7.325,9,20
1487,199,92,144,10294.23,7.38,9,21
1488,200,92,145,10301.17,7.343,9,21
1489,194,91,145,10307.3,7.304,9,20
1490,192,91,145,10316.49,7.253,9,20
1491,193,91,146,10321.59,7.215,9,20
1492,196,91,146,10329.03,7.238,9,21
1493,197,91,146,10335.04,7.223,9,21
1494,197,91,146,10344.73,7.213,9,21
1495,196,91,145,10349.68,7.213,9,21
1496,197,91,145,10359.35,7.183,9,21
1497,196,90,145,10365.98,7.154,9,21
1498,195,90,145,10370.32,7.15,9,21
1499,196,91,145,10378.33,7.161,9,21
1500,198,90,144,10386.7,7.182,9,21
1501,198,91,144,10392.63,7.184,9,21
1502,199,90,143,10400.82,7.181,9,21
1503,196,92,142,10407.68,7.182,9,20
1504,197,91,142,10414.09,7.212,9,21
1505,198,91,142,10421.02,7.229,9,21
1506,197,88,141,10428.73,7.179,9,21
1507,194,89,141,10434.99,7.132,9,21
1508,191,90,141,10440.84,7.112,9,20
1509,195,90,141,10448.96,7.109,9,21
1510,199,90,141,10456.1,7.147,9,21
1511,199,90,141,10461.05,7.151,9,21
1512,196,90,141,10468.31,7.126,9,21
1513,196,89,140,10475.48,7.12,9,21
1514,195,91,140,10485.52,7.097,9,20
1515,196,91,140,10489.77,7.116,9,21
1516,197,91,139,10498.16,7.146,9,21
1517,200,90,139,10506.11,7.173,9,21
1518,196,89,139,10511.7,7.123,9,21
1519,193,89,139,10517.29,7.057,9,21
1520,190,90,139,10523.12,7.031,9,20
1521,195,90,139,10530.13,7.042,9,21
1522,200,90,139,10537.96,7.15,9,21
1523,204,91,138,10546.5,7.212,9,21
1524,201,91,139,10553.54,7.238,9,21
1525,197,91,139,10561.18,7.213,9,21
1526,194,91,139,10565.46,7.213,9,20
1527,194,91,139,10572.75,7.213,9,20
1528,197,93,140,10581.62,7.245,9,20
1529,199,91,140,10587.27,7.263,9,21
1530,198,93,140,10594.87,7.263,9,20
1531,196,92,140,10601.4,7.263,9,20
1532,195,92,140,10607.48,7.263,9,20
1533,195,92,140,10616.97,7.263,9,20
1534,195,92,140,10623.94,7.289,9,20
1535,197,92,141,10630.61,7.293,9,20
1536,197,92,141,10637.19,7.29,9,20
1537,195,91,141,10645.24,7.287,9,20
1538,194,92,142,10651.82,7.24,9,20
1539,193,91,142,10658.64,7.238,9,20
1540,197,92,142,10664.4,7.249,9,20
1541,197,92,142,10669.88,7.26,9,20
1542,197,92,142,10676.82,7.253,9,20
1543,195,92,142,10687.33,7.246,9,20
1544,196,92,142,10693.62,7.276,9,20
1545,199,92,142,10700.04,7.327,9,21
1546,198,91,142,10708.97,7.281,9,21
1547,194,91,142,10715.01,7.243,9,20
1548,191,92,142,10719.64,7.218,9,20
1549,193,91,142,10727.78,7.231,9,20
1550,194,91,142,10732.92,7.238,9,20
1551,197,92,142,10744.07,7.238,9,20
1552,195,91,142,10750.3,7.213,9,20
1553,196,90,141,10758.76,7.185,9,21
1554,195,91,141,10765.12,7.15,9,20
1555,194,91,140,10770.82,7.174,9,20
1556,200,90,140,10777.73,7.193,9,21
1557,199,90,140,10787.91,7.184,9,21
1558,195,90,140,10791.95,7.153,9,21
1559,194,90,140,10798.78,7.128,9,21
1560,195,90,140,10805.69,7.147,9,21
1561,198,90,140,10813.49,7.165,9,21
1562,199,91,140,10818.14,7.18,9,21
1563,198,91,140,10826.74,7.197,9,21
1564,197,91,139,10836.48,7.179,9,21
1565,195,91,139,10838.85,7.186,9,20
1566,195,91,139,10847.68,7.151,9,20
1567,195,91,139,10856.31,7.189,9,20
1568,197,91,139,10860.44,7.22,9,21
1569,199,92,139,10865.17,7.238,9,21
1570,198,90,139,10875.49,7.238,9,21
1571,194,92,139,10884.65,7.216,9,20
1572,195,91,139,10891.26,7.275,9,20
1573,201,92,139,10897.3,7.29,9,21
1574,197,92,139,10903.89,7.287,9,20
1575,195,91,139,10911.75,7.235,9,20
1576,192,91,139,10916.78,7.214,9,20
1577,195,92,140,10926.92,7.235,9,20
1578,199,91,140,10934.14,7.327,9,21
1579,203,92,140,10938.75,7.282,9,21
1580,209,91,140,10947.08,7.207,9,22
1581,223,91,140,10956.15,7.18,9,23
1582,231,91,140,10958.58,7.187,9,24
1583,234,90,140,10966.91,7.184,9,25
1584,232,91,140,10975.34,7.202,9,24
1585,229,90,140,10982.24,7.188,9,24
1586,227,90,140,10986.71,7.188,9,24
1587,227,91,140,10997.27,7.154,9,24
1588,228,91,140,11002.46,7.188,9,24
1589,230,90,141,11010.21,7.204,9,24
1590,230,91,141,11015.93,7.191,9,24
1591,228,92,141,11024.77,7.195,9,24
1592,228,91,142,11029.5,7.213,9,24
1593,229,92,142,11036.34,7.234,9,24
1594,230,92,142,11046.8,7.293,9,24
1595,231,92,142,11051.75,7.326,9,24
1596,230,92,143,11061.5,7.349,9,24
1597,228,92,143,11067.02,7.375,9,24
1598,226,91,143,11073.74,7.301,9,24
1599,223,91,143,11080.46,7.23,9,23
1600,221,90,143,11088.85,7.175,9,23
1601,221,90,143,11096.56,7.126,9,23
1602,225,91,143,11101.02,7.136,9,24
1603,230,91,143,11109.81,7.213,9,24
1604,232,91,143,11116.18,7.238,9,24
1605,234,90,143,11122.3,7.232,9,25
1606,228,91,144,11127.03,7.218,9,24
1607,226,91,144,11139.08,7.182,9,24
1608,228,91,144,11144.66,7.224,9,24
1609,229,90,144,11149.44,7.223,9,24
1610,229,90,144,11158.08,7.181,9,24
1611,227,90,144,11166.62,7.16,9,24
1612,224,90,144,11172.55,7.121,9,24
1613,226,89,144,11179.23,7.092,9,24
1614,226,89,144,11187.19,7.058,9,24
1615,227,89,144,11192.74,7.069,9,24
1616,228,89,144,11199.84,7.052,9,24
1617,229,89,145,11206.6,7.065,9,25
1618,228,90,145,11214.98,7.081,9,24
1619,230,89,145,11219.91,7.106,9,25
1620,229,89,145,11227.62,7.097,9,25
1621,228,90,145,11234.95,7.105,9,24
1622,227,90,145,11240.25,7.101,9,24
1623,228,90,145,11247.98,7.099,9,24
1624,228,90,145,11253.97,7.106,9,24
1625,228,90,146,11260.61,7.135,9,24
1626,227,91,145,11266.22,7.128,9,24
1627,227,90,146,11273.2,7.128,9,24
1628,227,90,145,11280.81,7.117,9,24
1629,226,90,146,11288.62,7.126,9,24
1630,227,90,146,11298.55,7.13,9,24
1631,229,90,146,11304.64,7.148,9,24
1632,229,90,146,11309.61,7.116,9,24
1633,226,92,147,11316.2,7.122,9,23
1634,226,91,147,11324.33,7.166,9,24
1635,228,91,147,11330.83,7.21,9,24
1636,228,90,147,11337.8,7.213,9,24
1637,228,91,147,11347.44,7.213,9,24
1638,227,91,147,11353.12,7.238,9,24
1639,229,91,147,11358.5,7.238,9,24
1640,227,91,147,11367.77,7.213,9,24
1641,225,91,147,11374.78,7.213,9,24
1642,226,91,147,11379.14,7.236,9,24
1643,228,91,147,11387.99,7.231,9,24
1644,227,92,147,11395.56,7.238,9,24
1645,228,92,148,11402.39,7.259,9,24
1646,229,91,148,11408.34,7.261,9,24
1647,228,91,148,11415.39,7.238,9,24
1648,226,91,149,11424.88,7.263,9,24
1649,227,92,149,11430.46,7.263,9,24
1650,228,92,148,11437.82,7.263,9,24
1651,227,90,148,11445.09,7.225,9,24
1652,225,90,148,11449.8,7.172,9,24
1653,223,90,148,11458.87,7.166,9,24
1654,227,91,148,11467.25,7.21,9,24
1655,232,91,148,11471.5,7.244,9,24
1656,232,91,148,11478.61,7.263,9,24
1657,227,90,148,11487.17,7.233,9,24
1658,223,92,148,11490.52,7.213,9,23
1659,225,91,148,11498.83,7.238,9,24
1660,228,91,148,11507.89,7.263,9,24
1661,228,92,148,11515.54,7.237,9,24
1662,225,91,148,11521.83,7.213,9,24
1663,226,90,148,11529.14,7.189,9,24
1664,225,91,148,11535.95,7.164,9,24
1665,225,93,148,11541.12,7.179,9,23
1666,231,91,148,11548.76,7.265,9,24
1667,233,91,148,11553.22,7.285,9,24
1668,230,90,147,11563.26,7.235,9,24
1669,226,90,147,11570.25,7.16,9,24
1670,222,90,147,11578.1,7.154,9,24
1671,225,91,147,11585.5,7.138,9,24
1672,227,90,147,11589.76,7.137,9,24
1673,226,91,148,11598.43,7.113,9,24
1674,227,90,147,11604.11,7.126,9,24
1675,230,90,148,11613.15,7.175,9,24
1676,230,90,148,11617.75,7.188,9,24
1677,228,90,149,11627.06,7.183,9,24
1678,227,90,149,11635.44,7.155,9,24
1679,227,91,149,11639.68,7.196,9,24
1680,229,92,149,11648.03,7.213,9,24
1681,229,92,149,11655.67,7.21,9,24
1682,227,91,150,11661.26,7.202,9,24
1683,226,91,150,11667.41,7.21,9,24
1684,228,91,150,11673.92,7.213,9,24
1685,229,91,150,11683.32,7.213,9,24
1686,228,92,150,11688.03,7.224,9,24
1687,227,92,150,11696.43,7.233,9,24
1688,227,91,149,11704.16,7.227,9,24
1689,226,92,149,11711.0,7.227,9,23
1690,226,91,149,11718.39,7.238,9,24
1691,228,90,149,11725.83,7.215,9,24
1692,225,91,149,11730.38,7.157,9,24
1693,224,90,149,11737.93,7.174,9,24
1694,227,90,149,11744.88,7.179,9,24
1695,230,91,149,11753.28,7.213,9,24
1696,230,91,149,11759.49,7.238,9,24
1697,229,90,148,11766.52,7.221,9,24
1698,225,91,149,11774.13,7.155,9,24
1699,220,92,149,11780.43,7.252,9,23
1700,216,92,148,11786.99,7.321,9,22
1701,205,93,148,11792.91,7.362,9,21
1702,193,93,148,11801.39,7.401,9,20
1703,191,94,148,11809.86,7.376,9,19
1704,191,94,148,11818.08,7.379,9,19
1705,193,93,148,11823.21,7.397,9,20
1706,195,94,147,11830.38,7.377,9,20
1707,194,93,147,11839.35,7.364,9,20
1708,195,93,147,11845.1,7.352,9,20
1709,195,92,147,11851.99,7.325,9,20
1710,194,93,146,11860.39,7.311,9,20
1711,194,93,146,11866.7,7.352,9,20
1712,196,92,146,11875.04,7.33,9,20
1713,195,93,146,11881.39,7.333,9,20
1714,194,93,146,11888.45,7.368,9,20
1715,198,93,146,11897.55,7.438,9,20
1716,202,95,146,11902.46,7.473,9,20
1717,200,94,146,11910.81,7.482,9,20
1718,196,93,145,11918.24,7.455,9,20
1719,191,95,145,11922.74,7.401,9,19
1720,191,93,144,11931.83,7.381,9,20
1721,194,92,144,11938.7,7.333,9,20
1722,192,92,144,11946.15,7.294,9,20
1723,193,93,144,11952.14,7.263,9,20
1724,197,92,143,11961.18,7.293,9,20
1725,199,92,143,11967.12,7.316,9,21
1726,199,92,143,11974.4,7.333,9,21
1727,199,93,143,11982.4,7.374,9,20
1728,198,92,142,11988.78,7.376,9,21
1729,197,93,142,11991.33,7.344,9,20
1730,194,92,142,12002.73,7.323,9,20
1731,194,93,142,12007.76,7.299,9,20
1732,196,92,142,12015.73,7.309,9,20
1733,197,92,142,12024.31,7.31,9,20
1734,197,92,142,12032.51,7.323,9,20
1735,198,93,142,12039.03,7.353,9,20
1736,198,93,142,12045.86,7.35,9,20
1737,197,93,142,12051.67,7.353,9,20
1738,195,92,142,12059.33,7.345,9,20
1739,194,94,142,12066.2,7.332,9,20
1740,199,92,142,12071.52,7.379,9,21
1741,198,93,142,12082.94,7.349,9,20
1742,195,93,142,12089.36,7.337,9,20
1743,194,92,141,12095.38,7.289,9,20
1744,194,92,141,12101.51,7.279,9,20
1745,195,92,139,12111.77,7.266,9,20
1746,198,93,138,12113.44,7.286,9,20
1747,200,92,136,12125.18,7.353,9,21
1748,200,93,136,12131.55,7.359,9,21
1749,198,93,134,12136.11,7.382,9,20
1750,198,93,135,12145.45,7.395,9,20
1751,197,93,135,12150.45,7.405,9,20
1752,196,93,135,12160.76,7.402,9,20
1753,195,93,136,12167.24,7.372,9,20
1754,194,93,137,12174.65,7.38,9,20
1755,196,95,138,12180.9,7.391,9,20
1756,200,93,139,12190.33,7.449,9,21
1757,199,94,139,12196.54,7.431,9,20
1758,194,94,140,12201.84,7.416,9,20
1759,194,93,140,12208.22,7.389,9,20
1760,195,93,140,12214.07,7.383,9,20
1761,196,93,141,12225.15,7.404,9,20
1762,197,93,141,12232.36,7.376,9,20
1763,194,93,141,12239.78,7.351,9,20
1764,193,92,142,12247.09,7.329,9,20
1765,195,92,142,12254.42,7.327,9,20
1766,196,93,142,12260.02,7.327,9,20
1767,195,92,142,12267.78,7.323,9,20
1768,196,92,141,12275.8,7.326,9,20
1769,197,94,141,12282.3,7.366,9,20
1770,199,93,141,12288.17,7.404,9,20
1771,201,93,140,12296.01,7.402,9,21
1772,198,94,140,12302.78,7.424,9,20
1773,196,94,140,12306.93,7.411,9,20
1774,194,94,140,12319.24,7.378,9,20
1775,194,93,139,12326.88,7.375,9,20
1776,197,94,139,12331.36,7.382,9,20
1777,197,91,139,12341.47,7.375,9,21
1778,195,93,139,12345.78,7.356,9,20
1779,195,94,140,12352.18,7.419,9,20
1780,200,96,140,12362.65,7.494,9,20
1781,200,96,140,12369.41,7.555,9,20
1782,201,95,140,12377.34,7.593,9,20
1783,199,94,140,12384.05,7.551,9,20
1784,191,95,139,12391.71,7.478,9,19
1785,187,93,139,12400.0,7.456,9,19
1786,191,95,139,12406.34,7.465,9,19
1787,196,94,139,12413.07,7.499,9,20
1788,201,94,139,12421.47,7.506,9,20
1789,197,95,139,12428.64,7.469,9,20
1790,193,93,139,12433.26,7.459,9,20
1791,194,92,139,12443.39,7.415,9,20
1792,193,93,139,12448.42,7.356,9,20
1793,193,93,139,12454.88,7.332,9,20
1794,197,93,139,12463.52,7.356,9,20
1795,199,93,139,12470.78,7.369,9,20
1796,197,93,140,12476.67,7.348,9,20
1797,194,92,140,12485.77,7.332,9,20
1798,195,92,141,12492.94,7.324,9,20
1799,197,92,141,12497.44,7.29,9,20
1800,197,92,141,12507.61,7.297,9,20
1801,197,92,141,12513.95,7.263,9,20
1802,197,92,141,12520.35,7.263,9,20
1803,197,93,141,12526.59,7.292,9,20
1804,198,93,141,12534.96,7.339,9,20
1805,202,94,141,12543.18,7.371,9,21
1806,199,93,141,12549.58,7.383,9,20
1807,196,92,140,12556.2,7.356,9,20
1808,193,93,140,12562.42,7.349,9,20
1809,196,93,140,12569.86,7.353,9,20
1810,196,93,140,12576.53,7.353,9,20
1811,196,93,140,12583.62,7.358,9,20
1812,195,93,140,12591.74,7.38,9,20
1813,197,93,141,12598.68,7.38,9,20
1814,196,92,141,12606.35,7.349,9,20
1815,195,91,141,12609.67,7.353,9,20
1816,194,92,141,12619.63,7.298,9,20
1817,195,92,141,12625.45,7.29,9,20
1818,198,93,142,12635.83,7.32,9,20
1819,203,92,141,12642.4,7.331,9,21
1820,216,93,141,12648.45,7.389,9,22
1821,230,92,141,12657.94,7.365,9,24
1822,232,92,142,12665.23,7.307,9,24
1823,231,91,141,12669.42,7.225,9,24
1824,223,92,141,12676.47,7.203,9,23
1825,224,92,141,12685.38,7.248,9,23
1826,229,93,141,12692.2,7.339,9,24
1827,234,92,141,12699.02,7.373,9,24
1828,232,93,142,12706.05,7.38,9,24
1829,229,92,142,12713.6,7.345,9,24
1830,226,93,142,12720.67,7.302,9,23
1831,224,93,142,12728.3,7.297,9,23
1832,225,92,143,12734.59,7.308,9,23
1833,228,92,143,12739.87,7.327,9,24
1834,229,93,144,12749.26,7.328,9,24
1835,228,93,144,12757.54,7.345,9,23
1836,228,91,144,12760.89,7.33,9,24
1837,228,93,145,12769.59,7.325,9,23
1838,226,93,145,12778.07,7.361,9,23
1839,227,93,145,12783.63,7.369,9,23
1840,228,93,145,12791.27,7.372,9,23
1841,228,93,145,12799.75,7.352,9,23
1842,227,93,145,12806.33,7.327,9,23
1843,226,93,145,12810.92,7.343,9,23
1844,226,92,145,12818.98,7.353,9,23
1845,227,92,145,12828.03,7.315,9,24
1846,226,92,145,12832.67,7.271,9,23
1847,224,91,145,12842.65,7.238,9,24
1848,227,91,145,12848.25,7.238,9,24
1849,228,91,146,12855.91,7.213,9,24
1850,228,92,146,12862.83,7.237,9,24
1851,230,91,146,12870.8,7.261,9,24
1852,230,91,147,12877.51,7.25,9,24
1853,227,91,147,12883.44,7.195,9,24
1854,226,92,147,12890.98,7.225,9,23
1855,230,91,147,12896.98,7.238,9,24
1856,231,92,147,12904.14,7.263,9,24
1857,229,92,147,12909.12,7.263,9,24
1858,227,92,147,12920.92,7.238,9,24
1859,226,91,147,12927.69,7.238,9,24
1860,227,92,148,12933.29,7.226,9,24
1861,226,92,148,12942.33,7.242,9,23
1862,228,91,148,12947.39,7.273,9,24
1863,231,92,148,12954.91,7.316,9,24
1864,229,91,147,12959.92,7.327,9,24
1865,225,93,147,12968.68,7.271,9,23
1866,224,92,146,12974.26,7.272,9,23
1867,228,91,146,12984.53,7.266,9,24
1868,228,92,146,12988.31,7.263,9,24
1869,227,93,146,12996.04,7.254,9,23
1870,227,92,146,13005.08,7.333,9,24
1871,229,94,146,13012.07,7.368,9,23
1872,232,93,146,13020.34,7.375,9,24
1873,231,93,146,13023.15,7.368,9,24
1874,227,92,146,13031.87,7.379,9,24
1875,225,92,146,13037.34,7.353,9,23
1876,224,93,146,13045.71,7.347,9,23
1877,227,92,146,13053.76,7.349,9,24
1878,228,93,146,13059.89,7.352,9,23
1879,228,92,147,13069.57,7.343,9,24
1880,227,92,147,13075.31,7.297,9,24
1881,225,93,147,13081.67,7.296,9,23
1882,226,90,147,13091.9,7.296,9,24
1883,228,91,147,13096.15,7.263,9,24
1884,226,92,147,13102.78,7.252,9,23
1885,226,92,147,13112.93,7.244,9,23
1886,227,91,147,13118.83,7.248,9,24
1887,227,91,148,13125.38,7.215,9,24
1888,226,90,148,13132.64,7.164,9,24
1889,225,89,148,13140.27,7.154,9,24
1890,226,91,148,13146.57,7.126,9,24
1891,227,90,149,13151.17,7.126,9,24
1892,230,90,150,13161.29,7.13,9,24
1893,229,90,150,13166.32,7.134,9,24
1894,228,90,150,13175.14,7.128,9,24
1895,228,90,150,13180.74,7.126,9,24
1896,228,91,151,13186.55,7.151,9,24
1897,229,91,151,13194.93,7.165,9,24
1898,229,91,150,13201.02,7.187,9,24
1899,229,91,150,13207.22,7.18,9,24
1900,228,91,150,13215.95,7.192,9,24
1901,227,92,150,13223.21,7.225,9,24
1902,229,91,150,13230.24,7.238,9,24
1903,228,91,150,13236.99,7.224,9,24
1904,226,91,150,13243.5,7.213,9,24
1905,225,91,150,13252.53,7.184,9,24
1906,227,91,150,13258.12,7.211,9,24
1907,228,91,150,13264.33,7.213,9,24
1908,227,91,150,13272.71,7.213,9,24
1909,227,92,150,13279.61,7.219,9,24
1910,228,92,150,13284.8,7.253,9,24
1911,228,93,150,13291.63,7.238,9,23
1912,227,92,150,13298.34,7.238,9,24
1913,226,92,150,13305.96,7.238,9,23
1914,227,91,150,13314.77,7.257,9,24
1915,228,90,150,13322.94,7.258,9,24
1916,227,92,150,13328.53,7.213,9,24
1917,225,91,150,13335.79,7.216,9,24
1918,227,91,150,13342.35,7.238,9,24
1919,229,91,150,13348.32,7.225,9,24
1920,227,92,150,13356.41,7.188,9,24
1921,226,91,150,13363.13,7.188,9,24
1922,227,91,150,13371.51,7.213,9,24
1923,228,91,150,13378.02,7.213,9,24
1924,229,91,150,13384.16,7.213,9,24
1925,229,93,150,13392.56,7.287,9,24
1926,230,91,150,13400.32,7.324,9,24
1927,230,92,150,13405.91,7.303,9,24
1928,224,92,150,13413.54,7.263,9,23
1929,222,92,150,13419.76,7.238,9,23
1930,224,92,150,13426.2,7.264,9,23
1931,229,92,150,13433.79,7.294,9,24
1932,230,92,149,13440.89,7.295,9,24
1933,228,92,149,13448.0,7.281,9,24
1934,227,92,148,13454.87,7.263,9,24
1935,226,92,148,13461.91,7.267,9,23
1936,227,93,148,13468.85,7.291,9,23
1937,228,91,148,13477.05,7.29,9,24
1938,226,92,148,13483.95,7.263,9,23
1939,222,93,148,13488.19,7.31,9,23
1940,215,94,148,13495.99,7.443,9,22
1941,203,94,148,13501.9,7.457,9,21
1942,194,94,148,13513.25,7.389,9,20
1943,188,94,148,13520.74,7.379,9,19
1944,192,93,148,13527.25,7.389,9,20
1945,197,92,148,13535.3,7.402,9,20
1946,196,93,148,13541.13,7.372,9,20
1947,192,94,148,13548.08,7.379,9,20
1948,194,93,148,13554.42,7.375,9,20
1949,197,93,148,13563.42,7.396,9,20
1950,197,93,148,13568.38,7.406,9,20
1951,195,93,148,13575.43,7.368,9,20
